facility_id,facility_name,county,hospital_type,teaching_rural,bed_size_category,licensed_beds,staffed_beds,occupied_beds,patient_days,discharges,operating_expense,net_patient_revenue,net_income,flag_zero_patient_days,flag_zero_beds,flag_negative_income,utilization_rate,cost_per_patient_day,revenue_per_patient_day,margin_per_patient_day,operating_margin,loss_driver
106500852,DOCTORS MEDICAL CENTER - MODESTO,Stanislaus,Comparable,Non-Teaching,300 - 499,461,347,341.5928961748634,125023,23287,752374577,724166982,-23267674,False,False,True,0.9844175682272721,6017.889324364317,5792.270078305592,-186.1071482847156,-0.032130260807720724,Profitable
106440755,DOMINICAN HOSPITAL,Santa Cruz,Comparable,Non-Teaching,200 - 299,222,168,153.13934426229508,56049,10911,495125869,529233685,116748755,False,False,False,0.9115437158469946,8833.803796677907,9442.339470820176,2082.9765919106494,0.22059962982137088,Profitable
106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,127,56,51.54371584699454,18865,2772,76705572,73524661,-2497378,False,False,True,0.9204234972677596,4066.025549960244,3897.4111317254174,-132.38155314073683,-0.033966535391438256,Low utilization
106320859,EASTERN PLUMAS HEALTH CARE,Plumas,Comparable,Rural,50 - 99,75,62,61.0737704918033,22353,141,40537606,41100958,2650487,False,False,False,0.9850608143839242,1813.5197065270881,1838.722229678343,118.57410638393057,0.06448723166014768,Profitable
106014233,EDEN MEDICAL CENTER,Alameda,Comparable,Non-Teaching,100 - 149,130,124,113.098360655738,41394,8688,435600377,466938504,54164629,False,False,False,0.9120835536753065,10523.273348794512,11280.342658356283,1308.5140116925159,0.11599949144480919,Profitable
106331168,EISENHOWER MEDICAL CENTER,Riverside,Comparable,Non-Teaching,300 - 499,437,221,217.360655737705,79554,23170,1240917560,1188772406,46125345,False,False,False,0.9835323789036425,15598.430751439273,14942.962088644192,579.7991930009805,0.03880082071824268,Profitable
106430763,EL CAMINO HEALTH,Santa Clara,Comparable,Non-Teaching,300 - 499,466,338,307.953551912568,112711,22356,1277873255,1433256101,345406770,False,False,False,0.9111051831732782,11337.609062114612,12716.204283521573,3064.5346949277355,0.24099445295157337,Profitable
106130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,Comparable,Non-Teaching,150 - 199,161,45,43.52185792349727,15929,3072,164158989,151052650,2978786,False,False,False,0.9671523982999394,10305.668215204973,9482.870864461045,187.00395505053675,0.019720183657817324,Profitable
106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,105,81,76.6693989071038,28061,5444,134623455,140262050,11716710,False,False,False,0.9465357889765901,4797.528776593849,4998.469405937066,417.5442785360465,0.08353442716686374,Profitable
106190413,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,Los Angeles,Comparable,Non-Teaching,500 +,516,322,312.866120218579,114509,23379,604879192,598429405,20059156,False,False,False,0.971633913722295,5282.372494738405,5226.046904610118,175.1753661284266,0.033519669709412094,Profitable
106500867,EMANUEL MEDICAL CENTER,Stanislaus,Comparable,Non-Teaching,200 - 299,209,88,87.5300546448087,32036,8172,309167610,344852041,42068167,False,False,False,0.9946597118728261,9650.630852790611,10764.51620052441,1313.1529217130728,0.12198903297196956,Profitable
106190280,ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,100 - 149,148,60,59.6830601092896,21844,1927,60059924,56131334,-2353744,False,False,True,0.99471766848816,2749.4929500091557,2569.6453946163706,-107.75242629555026,-0.041932799958041264,Profitable
106154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,Kern,Comparable,Non-Teaching,50 - 99,86,70,65.2377049180328,23877,1915,49615361,49385349,-119131,False,False,True,0.9319672131147544,2077.956234032751,2068.3230305314737,-4.989362147673494,-0.0024122741341769194,Low utilization
106504079,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODESTO,Stanislaus,Comparable,Non-Teaching,50 - 99,50,42,41.431693989071,15164,1205,29360126,30754576,1065059,False,False,False,0.9864689045016904,1936.1729095225535,2028.1308361909787,70.23601951991559,0.03463091151053424,Profitable
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,Riverside,Comparable,Non-Teaching,50 - 99,50,45,41.8087431693989,15302,1231,28478164,30132797,198497,False,False,False,0.9290831815421978,1861.07463076722,1969.2064436021435,12.971964449091622,0.0065874070701103515,Profitable
106304585,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,Orange,Comparable,Non-Teaching,50 - 99,65,63,62.5546448087432,22895,1796,43465742,44403409,1017285,False,False,False,0.9929308699800508,1898.4818519327364,1939.4369512994103,44.43262721118148,0.022910065306021885,Profitable
106040962,ENLOE HEALTH,Butte,Comparable,Non-Teaching,200 - 299,298,231,230.106557377049,84219,18699,937747093,984752566,74242810,False,False,False,0.9961322830175281,11134.626307602797,11692.760137261188,881.5446633182536,0.07539234987888319,Profitable
106474007,FAIRCHILD MEDICAL CENTER,Siskiyou,Comparable,Rural,1 - 49,28,25,12.699453551912567,4648,1336,116410818,114997574,730522,False,False,False,0.5079781420765027,25045.356712564542,24741.302495697073,157.16910499139414,0.006352499227505443,Profitable
106301357,FOOTHILL REGIONAL MEDICAL CENTER,Orange,Comparable,Non-Teaching,150 - 199,153,69,65.3825136612022,23930,4785,220768267,212660145,-2473316,False,False,True,0.9475726617565535,9225.585750104472,8886.75908900961,-103.35628917676557,-0.011630369197763878,High cost structure
106014034,FREMONT HOSPITAL,Alameda,Comparable,Non-Teaching,100 - 149,148,120,124.669398907104,45629,4958,56616083,84926730,29477968,False,False,False,1.0389116575592,1240.7916675798285,1861.244603212869,646.0358105590743,0.34709882271459175,Profitable
106400480,FRENCH HOSPITAL MEDICAL CENTER - SAN LUIS OBISPO,San Luis Obispo,Comparable,Non-Teaching,50 - 99,98,60,54.9016393442623,20094,5226,226335851,246088629,26469192,False,False,False,0.9150273224043717,11263.852443515478,12246.871155568826,1317.268438339803,0.1075595898419183,Profitable
106104047,FRESNO SURGICAL HOSPITAL,Fresno,Comparable,Non-Teaching,1 - 49,27,7,5.01366120218579,1835,938,99425178,120714451,21673701,False,False,False,0.71623731459797,54182.658310626706,65784.44196185286,11811.281198910081,0.1795452062321851,Profitable
106301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Orange,Comparable,Non-Teaching,150 - 199,167,38,37.9262295081967,13881,3156,77513144,60149488,-17028699,False,False,True,0.9980586712683341,5584.118147107557,4333.224407463439,-1226.763129457532,-0.28310630009020193,Profitable
106190315,GARFIELD MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,200 - 299,210,132,127.69945355191255,46738,9080,330845801,310371864,-14184555,False,False,True,0.9674201026660042,7078.732530275151,6640.674911207155,-303.4908425692156,-0.04570180691378649,High cost structure
106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Comparable,Non-Teaching,50 - 99,55,42,41.5983606557377,15225,336,46832526,50189386,8459144,False,False,False,0.9904371584699453,3076.0279802955665,3296.511395730706,555.6088013136289,0.16854448069956465,Profitable
106270777,GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,Comparable,Rural,50 - 99,61,38,35.9562841530055,13160,441,72604344,69929133,-143066,False,False,True,0.9462180040264605,5517.047416413374,5313.763905775076,-10.87127659574468,-0.002045871210787069,Low utilization
106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CTR,Los Angeles,Comparable,Non-Teaching,300 - 499,304,132,131.207650273224,48022,10563,336596025,290608095,-41785920,False,False,True,0.9939973505547273,7009.204635375453,6051.561680063304,-870.1411852900753,-0.14378787349333816,High cost structure
106190328,GLENDORA HOSPITAL,Los Angeles,Comparable,Non-Teaching,50 - 99,63,63,61.11748633879782,22369,1632,23941490,25776605,1934735,False,False,False,0.9701188307745685,1070.2977334704278,1152.3360454200008,86.49179668290938,0.07505778980591121,Profitable
106110889,GLENN MEDICAL CENTER,Glenn,Comparable,Rural,1 - 49,47,21,20.2896174863388,7426,117,36151411,27957438,-4977474,False,False,True,0.9661722612542285,4868.221249663345,3764.8044707783465,-670.2765957446809,-0.17803755837713026,Profitable
106420483,GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,Comparable,Non-Teaching,1 - 49,48,9,8.0655737704918,2952,1139,105785537,129789018,40525879,False,False,False,0.8961748633879778,35835.20901084011,43966.46951219512,13728.27879403794,0.312244284027174,Profitable
106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,Comparable,Non-Teaching,50 - 99,64,32,32.8169398907104,12011,3152,54967330,52475496,954539,False,False,False,1.0255293715847,4576.415785529931,4368.953126300891,79.47206727166764,0.018190185377190145,Profitable
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,Santa Clara,Comparable,Non-Teaching,300 - 499,474,235,231.9234972677596,84884,16149,671015282,771681332,154905487,False,False,False,0.9869084990117429,7905.0855520475,9091.010461335469,1824.9079567409642,0.20073763686692372,Profitable
106190352,GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,Comparable,Non-Teaching,100 - 149,117,44,41.43715846994535,15166,1973,69171408,62563901,-5888191,False,False,True,0.9417536015896671,4560.95265725966,4125.273704338652,-388.2494395358038,-0.09411483149044686,Low utilization
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,Comparable,Rural,100 - 149,144,107,104.131147540984,38112,2107,143606389,151940474,15687872,False,False,False,0.9731882947755515,3768.0097869437445,3986.683301847187,411.6255247691016,0.10325011885904739,Profitable
106490964,HEALDSBURG HOSPITAL,Sonoma,Comparable,Rural,1 - 49,43,28,22.9398907103825,8396,986,73508019,70794697,775766,False,False,False,0.8192818110850892,8755.123749404478,8431.955335874225,92.3970938542163,0.010957967656814747,Profitable
106304159,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,Orange,Comparable,Non-Teaching,1 - 49,27,22,21.1338797814208,7735,75,14771722,16479347,1767044,False,False,False,0.9606308991554908,1909.724886877828,2130.490885585003,228.44783451842275,0.10722779246046582,Profitable
106331194,HEMET GLOBAL MEDICAL CENTER,Riverside,Comparable,Non-Teaching,300 - 499,417,126,118.36338797814209,43321,7389,186178725,178690273,-5423452,False,False,True,0.9393919680804927,4297.6552941991185,4124.795664920016,-125.19221624616237,-0.030351131647775812,Low utilization
106190949,HENRY MAYO NEWHALL HOSPITAL,Los Angeles,Comparable,Non-Teaching,300 - 499,357,190,175.095628415301,64085,12011,413115991,427396412,44337490,False,False,False,0.9215559390279,6446.375766560038,6669.211391121167,691.8544121089178,0.10373856390727024,Profitable
106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,Sacramento,PHF,Non-Teaching,1 - 49,16,15,13.7650273224044,5038,266,5988619,5674968,325020,False,False,False,0.9176684881602933,1188.6897578404128,1126.43271139341,64.51369591107583,0.05727256964268345,Profitable
106344021,HERITAGE OAKS HOSPITAL,Sacramento,Comparable,Non-Teaching,100 - 149,133,125,117.743169398907,43094,3572,46398428,62136867,15052728,False,False,False,0.941945355191256,1076.6795377546757,1441.891376989836,349.2998561284634,0.24225115823750817,Profitable
106362041,HI-DESERT MEDICAL CENTER,San Bernardino,Comparable,Rural,150 - 199,179,115,113.44535519125682,41521,2387,87024409,94912377,8568337,False,False,False,0.9864813494891898,2095.9131282965245,2285.8885142458034,206.3615279015438,0.09027628714851384,Profitable
106010846,HIGHLAND HOSPITAL,Alameda,Comparable,Non-Teaching,300 - 499,475,387,381.4234972677596,139601,16014,1242596903,665839950,10689141,False,False,False,0.9855904322164332,8901.060185815288,4769.592982858289,76.56922944678047,0.016053619191819295,Profitable
106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,Comparable,Non-Teaching,500 +,536,460,416.669398907104,152501,37270,1796123772,1736562021,365803920,False,False,False,0.9058030411024,11777.783568632336,11387.217270706422,2398.6985003377026,0.21064834746837988,Profitable
106304460,HOAG ORTHOPEDIC INSTITUTE,Orange,Comparable,Non-Teaching,50 - 99,70,12,10.8606557377049,3975,1778,111822261,153496583,45079051,False,False,False,0.9050546448087416,28131.38641509434,38615.49257861635,11340.641761006289,0.29368113686283165,Profitable
106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,Comparable,Non-Teaching,300 - 499,434,272,248.841530054645,91076,13509,523236499,500472918,-13624396,False,False,True,0.9148585663773714,5745.053570644297,5495.113070402741,-149.59370196319557,-0.0272230434654608,Low utilization
106301209,HUNTINGTON BEACH HOSPITAL,Orange,Comparable,Non-Teaching,100 - 149,131,64,64.0956284153005,23459,3207,75984583,64602186,-10686839,False,False,True,1.0014941939890702,3239.0375975105503,2753.8337525043694,-455.553902553391,-0.1654253464426111,Profitable
106190400,HUNTINGTON HOSPITAL,Los Angeles,Comparable,Non-Teaching,500 +,544,366,345.112021857923,126311,24700,854388792,781585932,-12147540,False,False,True,0.942929021469735,6764.167744693653,6187.789915367624,-96.1716715092114,-0.015542168177100711,Low utilization
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,Comparable,Rural,1 - 49,17,9,8.65027322404372,3166,63,27160147,17881735,8058800,False,False,False,0.9611414693381912,8578.694567277322,5648.0527479469365,2545.4200884396714,0.45067215233868524,Profitable
106380842,JEWISH HOME & REHAB CENTER,San Francisco,LTC Emphasis,Non-Teaching,300 - 499,375,374,348.781420765027,127654,1421,104404850,94731179,-14137938,False,False,True,0.9325706437567567,817.8737054851396,742.0933069077349,-110.75201717141648,-0.1492427113147193,Low utilization
106220733,JOHN C. FREMONT HEALTHCARE DISTRICT,Mariposa,Comparable,Rural,1 - 49,34,24,20.5601092896175,7525,284,38816817,30904963,1453512,False,False,False,0.8566712204007292,5158.380996677741,4106.971827242525,193.15774086378738,0.0470316693147311,Profitable
106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,Comparable,Non-Teaching,100 - 149,145,49,46.8087431693989,17132,6645,156782827,153095016,-2921044,False,False,True,0.9552804728448755,9151.4608335279,8936.202194723324,-170.50221807144524,-0.01907994183167922,High cost structure
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,Comparable,Non-Teaching,50 - 99,73,53,50.4699453551913,18472,3089,48632837,40843520,-6611109,False,False,True,0.9522631199092698,2632.7867583369425,2211.1043741879603,-357.8989281074058,-0.16186433000877495,Low utilization
106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,Contra Costa,Comparable,Non-Teaching,200 - 299,276,175,159.210382513661,58271,11824,688245109,691743332,14755122,False,False,False,0.9097736143637771,11811.108596042628,11871.14228346862,253.21552744933157,0.021330342220053377,Profitable
106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,Contra Costa,Comparable,Non-Teaching,500 +,554,295,286.4726775956284,104849,20460,1161143505,1159264756,87254963,False,False,False,0.9710938223580624,11074.435664622457,11056.517048326641,832.1964253354824,0.07526750256867121,Profitable
106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Los Angeles,LTC Emphasis,Non-Teaching,200 - 299,249,249,239.456284153005,87641,426,53979188,56614735,-13492784,False,False,True,0.9616718239076506,615.9125067034835,645.9845848404285,-153.9551579740076,-0.2383263650355336,Profitable
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Contra Costa,Kaiser,Non-Teaching,150 - 199,150,95,92.2650273224044,33769,9263,531967154,542084480,75565964,False,False,False,0.9712108139200464,15753.12132429151,16052.725280582783,2237.731765820723,0.13939887008017643,Profitable
106196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,Los Angeles,Kaiser,Non-Teaching,200 - 299,271,127,124.49726775956285,45566,11495,719185041,679881177,42508248,False,False,False,0.9802934469256916,15783.370078567354,14920.80009217399,932.8939999122152,0.06252305467194895,Profitable
106196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Los Angeles,Kaiser,Non-Teaching,300 - 499,424,247,243.762295081967,89217,19039,1048959351,1016813735,80190689,False,False,False,0.9868918829229434,11757.3932210229,11397.08502863804,898.8274544089131,0.07886467918335112,Profitable
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,San Bernardino,Kaiser,Teaching,500 +,664,385,380.918032786885,139416,31837,1719586769,1653467924,160236863,False,False,False,0.989397487758143,12334.213928100075,11859.958139668332,1149.3434254318013,0.09690956847373351,Profitable
106014132,KAISER FOUNDATION HOSPITAL - FREMONT,Alameda,Kaiser,Non-Teaching,100 - 149,100,65,63.6502732240437,23296,4666,358249467,350424742,30351791,False,False,False,0.9792349726775954,15378.153631524725,15042.27086195055,1302.8756438873627,0.08661429220657027,Profitable
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,Fresno,Kaiser,Non-Teaching,150 - 199,169,82,80.0874316939891,29312,8050,543384309,501092199,70033604,False,False,False,0.9766759962681598,18537.94722298035,17095.121417849346,2389.2468613537117,0.13976191235816865,Profitable
106190429,KAISER FOUNDATION HOSPITAL - LOS ANGELES,Los Angeles,Kaiser,Teaching,500 +,560,395,389.918032786885,142710,25641,1275872199,1386748659,228744721,False,False,False,0.9871342602199621,8940.313916333824,9717.249379861258,1602.8639969168244,0.16495038197112835,Profitable
106394009,KAISER FOUNDATION HOSPITAL - MANTECA,San Joaquin,Kaiser,Non-Teaching,200 - 299,275,156,153.1639344262295,56058,14461,863898029,943616484,176556586,False,False,False,0.9818200924758301,15410.789343180277,16832.860323236648,3149.5341610474866,0.18710629688406333,Profitable
106334048,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,Riverside,Kaiser,Non-Teaching,100 - 149,100,52,50.051912568306,18319,5175,278931362,306098897,29383491,False,False,False,0.9625367801597308,15226.34215841476,16709.367159779464,1603.9899011954801,0.09599345599732756,Profitable
106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Alameda,Kaiser,Teaching,300 - 499,365,268,264.22677595628414,96707,20981,1399057866,1323674153,89080005,False,False,False,0.9859208058070303,14466.97618579834,13687.469914277146,921.1329583173917,0.06729753300546619,Profitable
106304409,KAISER FOUNDATION HOSPITAL - ORANGE CO - ANAHEIM,Orange,Kaiser,Teaching,500 +,526,293,289.7185792349727,106037,26274,1272776681,1308756389,187453959,False,False,False,0.9888006117234563,12003.137404868112,12342.450173052803,1767.8165074455144,0.14323059705804425,Profitable
106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Los Angeles,Kaiser,Non-Teaching,200 - 299,218,124,121.23497267759562,44372,11983,601614330,555514712,45105295,False,False,False,0.977701392561255,13558.4226539259,12519.487785089696,1016.5260750022537,0.0811955003632739,Profitable
106414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,San Mateo,Kaiser,Non-Teaching,150 - 199,153,73,70.1366120218579,25670,7679,482510450,440622133,21095215,False,False,False,0.9607755071487384,18796.667315932995,17164.866887417218,821.7847682119206,0.04787597676124908,Profitable
106334025,KAISER FOUNDATION HOSPITAL - RIVERSIDE,Riverside,Kaiser,Non-Teaching,200 - 299,225,124,122.035519125683,44665,10468,818481613,603819140,-32377998,False,False,True,0.9841574123038951,18324.898981305272,13518.84338967872,-724.9076010298892,-0.053622013373077246,High cost structure
106314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,Placer,Kaiser,Non-Teaching,300 - 499,352,285,280.989071038251,102842,23191,1350884115,1320410607,184311827,False,False,False,0.9859265650464947,13135.52940432897,12839.215563680209,1792.1843896462535,0.1395867512900099,Profitable
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,Sacramento,Kaiser,Teaching,200 - 299,287,170,168.560109289617,61693,13905,948602946,898931906,117318991,False,False,False,0.9915300546448059,15376.18442935179,14571.051918369993,1901.6580649344335,0.1305093191341236,Profitable
106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,San Diego,Kaiser,Teaching,500 +,621,264,260.510928961749,95347,23087,1432781104,1178458298,29605270,False,False,False,0.9867838218248068,15027.018196692083,12359.678836250747,310.50027793218453,0.025122034483735293,Profitable
106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,San Francisco,Kaiser,Teaching,200 - 299,239,163,160.01912568306,58567,11751,847549727,826568876,101239309,False,False,False,0.9817124275034356,14471.455375894275,14113.218638482422,1728.6067068485665,0.12248139500476425,Profitable
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,Santa Clara,Kaiser,Teaching,200 - 299,247,134,132.314207650273,48427,12119,692743097,717419319,118944660,False,False,False,0.9874194600766643,14304.893902162017,14814.448943771036,2456.1641233196356,0.16579517285064915,Profitable
106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,Alameda,Kaiser,Non-Teaching,200 - 299,216,119,116.407103825137,42605,10894,727537028,681438142,34846368,False,False,False,0.9782109565137563,17076.329726557917,15994.323248445018,817.8938622227438,0.05113650946764879,Profitable
106370028,KAISER FOUNDATION HOSPITAL - SAN MARCOS,San Diego,Kaiser,Non-Teaching,150 - 199,168,69,66.8360655737705,24462,7317,412154859,320090490,-89651247,False,False,True,0.9686386315039203,16848.780107922492,13085.213392200147,-3664.918935491783,-0.2800809452352052,High cost structure
106210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,Marin,Kaiser,Non-Teaching,100 - 149,116,55,54.3360655737705,19887,4791,357218161,249785177,-39624264,False,False,True,0.9879284649776454,17962.395585055565,12560.224116256852,-1992.470659224619,-0.15863336838438574,High cost structure
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,Santa Clara,Kaiser,Teaching,300 - 499,343,266,262.814207650273,96190,17724,1301420488,1496098545,348535767,False,False,False,0.9880233370311015,13529.6859132966,15553.576723152095,3623.4095747998754,0.2329631080551582,Profitable
106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,Sonoma,Kaiser,Non-Teaching,150 - 199,172,107,103.945355191257,38044,10056,563028571,520668675,38677174,False,False,False,0.971451917675299,14799.40518872884,13685.960335401114,1016.6432026075071,0.0742836584129053,Profitable
106190431,KAISER FOUNDATION HOSPITAL - SOUTH BAY,Los Angeles,Kaiser,Non-Teaching,200 - 299,257,148,145.20218579235,53144,12563,681596811,650410398,42528940,False,False,False,0.9810958499483109,12825.470626975764,12238.64214210447,800.258542827036,0.06538785377782352,Profitable
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,Sacramento,Kaiser,Teaching,200 - 299,241,180,177.483606557377,64959,14874,994975528,891934156,18767061,False,False,False,0.9860200364298721,15316.977293369664,13730.72485721763,288.906248556782,0.021040859208894338,Profitable
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,San Mateo,Kaiser,Non-Teaching,100 - 149,120,73,71.3060109289617,26098,6115,355947662,348944452,39250624,False,False,False,0.9767946702597493,13638.88658134723,13370.543796459498,1503.9705724576595,0.11248387465406672,Profitable
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,Solano,Kaiser,Non-Teaching,150 - 199,150,79,76.53551912568305,28012,6103,493462110,471338862,35634065,False,False,False,0.9688040395656082,17616.097029844354,16826.319505926032,1272.0999928602027,0.07560179707821334,Profitable
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Contra Costa,Kaiser,Non-Teaching,200 - 299,249,158,155.948087431694,57077,13266,864621175,767173857,21697823,False,False,False,0.987013211593,15148.329011685968,13441.03328836484,380.15002540427844,0.02828279770226842,Profitable
106190434,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,Los Angeles,Kaiser,Non-Teaching,200 - 299,265,119,116.72131147540983,42720,10409,644708708,560763982,3176571,False,False,False,0.9808513569362171,15091.495973782772,13126.49770599251,74.35793539325843,0.005664720099658612,Profitable
106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,Los Angeles,Kaiser,Non-Teaching,200 - 299,274,117,113.6775956284153,41606,10133,583404230,521493545,-4759869,False,False,True,0.971603381439447,14022.117723405278,12534.094721915108,-114.40342739028024,-0.009127378556526525,High cost structure
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,Solano,Kaiser,Non-Teaching,200 - 299,253,149,145.83333333333331,53375,8246,629045276,607200154,37459108,False,False,False,0.9787472035794182,11785.391587822014,11376.115297423888,701.8099859484778,0.06169153244318841,Profitable
106434218,KAISER PERMANENTE PHF - SANTA CLARA,Santa Clara,PHF,Non-Teaching,1 - 49,24,20,19.0819672131148,6984,747,20949075,18449472,-2485742,False,False,True,0.95409836065574,2999.5811855670104,2641.676975945017,-355.9195303550974,-0.13473241944268108,Low utilization
106540734,KAWEAH DELTA MEDICAL CENTER,Tulare,Comparable,Teaching,500 +,613,404,390.896174863388,143068,23504,857302673,788177748,21356827,False,False,False,0.9675647892658119,5992.274114407135,5509.1127855285595,149.27745547571783,0.027096460226380306,Profitable
106194219,KECK HOSPITAL OF USC,Los Angeles,Comparable,Teaching,300 - 499,401,249,247.53825136612025,90599,12205,1648014871,1613234134,-28756162,False,False,True,0.9941295235587159,18190.210388635634,17806.312806984624,-317.4004348833872,-0.01782516337458057,High cost structure
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Los Angeles,Comparable,Non-Teaching,50 - 99,72,57,56.6147540983607,20721,965,52878211,49193013,-3283750,False,False,True,0.9932412999712403,2551.9140485497805,2374.065585637759,-158.4744944742049,-0.06675236582886272,Profitable
106210993,KENTFIELD HOSPITAL,Marin,Comparable,Non-Teaching,100 - 149,120,97,96.2290076335878,25212,515,69852524,68228604,-1623916,False,False,True,0.992051625088534,2770.6062192606696,2706.195621132794,-64.41043947326669,-0.023801102540512188,Profitable
106150736,KERN MEDICAL CENTER,Kern,Comparable,Teaching,200 - 299,222,163,154.92896174863387,56704,11244,540196390,481524652,5882051,False,False,False,0.9504844279057293,9526.601121613996,8491.899195823928,103.7325585496614,0.01221547219974939,Profitable
106150737,KERN VALLEY HOSPITAL DISTRICT,Kern,Comparable,Rural,100 - 149,101,44,43.2377049180328,15825,300,34361593,31614221,-146487,False,False,True,0.9826751117734727,2171.34868878357,1997.739083728278,-9.256682464454975,-0.004633579299644929,Profitable
106190049,KINDRED HOSPITAL - BALDWIN PARK,Los Angeles,Comparable,Non-Teaching,50 - 99,91,75,73.96994535519126,27073,873,52536309,66197886,14149627,False,False,False,0.9862659380692168,1940.54257008828,2445.162560484616,522.6471761533631,0.21374741483436496,Profitable
106301127,KINDRED HOSPITAL - BREA,Orange,Comparable,Non-Teaching,50 - 99,86,80,77.8825136612022,28505,646,48957316,49340235,707038,False,False,False,0.9735314207650274,1717.4992457463602,1730.9326433958954,24.80399929836871,0.014329846625173148,Profitable
106190449,KINDRED HOSPITAL - LA MIRADA,Los Angeles,Comparable,Non-Teaching,200 - 299,248,142,140.415300546448,51392,1584,110819141,113326145,3520044,False,False,False,0.9888401446932958,2156.3500350249064,2205.1320244396015,68.49400684931507,0.03106118186584393,Profitable
106190305,KINDRED HOSPITAL - LOS ANGELES,Los Angeles,Comparable,Non-Teaching,50 - 99,81,42,41.58196721311475,15219,338,43143795,44313755,1616486,False,False,False,0.9900468384074941,2834.8639858072147,2911.7389447401274,106.21499441487614,0.0364781996019069,Profitable
106361274,KINDRED HOSPITAL - ONTARIO,San Bernardino,Comparable,Non-Teaching,50 - 99,91,71,70.5054644808743,25805,487,62612157,58717165,-3421057,False,False,True,0.9930347109982295,2426.3575663631077,2275.418136020151,-132.57341600465026,-0.058263320444711525,Profitable
106190599,KINDRED HOSPITAL - PARAMOUNT,Los Angeles,Comparable,Non-Teaching,150 - 199,183,80,78.8306010928962,28852,879,69839929,73484780,4008878,False,False,False,0.9853825136612026,2420.6269582697905,2546.9561902121172,138.94627755441564,0.05455385455328301,Profitable
